IdContatore;Edificio;Data;Valore;Stato
2007;Asilo Nido Girotondo;2025-04-02;;OK
2008;Piscina Comunale;2025-04-02;1.322,4;OK
2009;Piscina Comunale;2025-04-02;207,5;OK
2010;Centro Sportivo Città di Lodi;2025-04-02;225,9;ERR
2001;Scuola Primaria Dante Alighieri;2025-04-03;157,1;OK
2002;Scuola Primaria Dante Alighieri;2025-04-03;48,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-03;287,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-03;87,5;OK
2005;Biblioteca Civica;2025-04-03;111,8;OK
2006;Asilo Nido Girotondo;2025-04-03;75,0;OK
2007;Asilo Nido Girotondo;2025-04-03;44,0;OK
2008;Piscina Comunale;2025-04-03;1.318,4;OK
2009;Piscina Comunale;2025-04-03;185,0;OK
2010;Centro Sportivo Città di Lodi;2025-04-03;259,6;OK
2001;Scuola Primaria Dante Alighieri;2025-04-04;141,7;OK
2002;Scuola Primaria Dante Alighieri;2025-04-04;53,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-04;295,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-04;86,6;OK
2005;Biblioteca Civica;2025-04-04;108,7;OK
2006;Asilo Nido Girotondo;2025-04-04;68,7;OK
2007;Asilo Nido Girotondo;2025-04-04;37,3;OK
2008;Piscina Comunale;2025-04-04;1.198,8;OK
2009;Piscina Comunale;2025-04-04;188,4;OK
2010;Centro Sportivo Città di Lodi;2025-04-04;244,5;OK
2001;Scuola Primaria Dante Alighieri;2025-04-05;88,3;OK
2002;Scuola Primaria Dante Alighieri;2025-04-05;40,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-05;132,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-05;89,0;OK
2005;Biblioteca Civica;2025-04-05;61,3;OK
2006;Asilo Nido Girotondo;2025-04-05;39,5;OK
2007;Asilo Nido Girotondo;2025-04-05;43,5;OK
2008;Piscina Comunale;2025-04-05;625,7;OK
2009;Piscina Comunale;2025-04-05;167,8;OK
2010;Centro Sportivo Città di Lodi;2025-04-05;131,4;OK
2001;Scuola Primaria Dante Alighieri;2025-04-06;98,5;OK
2002;Scuola Primaria Dante Alighieri;2025-04-06;43,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-06;152,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-06;97,7;ERR
2005;Biblioteca Civica;2025-04-06;50,2;OK
2006;Asilo Nido Girotondo;2025-04-06;46,3;OK
2007;Asilo Nido Girotondo;2025-04-06;26,8;OK
2008;Piscina Comunale;2025-04-06;734,1;OK
2009;Piscina Comunale;2025-04-06;216,3;OK
2010;Centro Sportivo Città di Lodi;2025-04-06;115,7;OK
2001;Scuola Primaria Dante Alighieri;2025-04-07;147,3;OK
2002;Scuola Primaria Dante Alighieri;2025-04-07;48,9;ERR
2003;Palazzo Comunale – Piazza Libertà;2025-04-07;269,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-07;70,2;OK
2005;Biblioteca Civica;2025-04-07;117,2;OK
2006;Asilo Nido Girotondo;2025-04-07;74,0;OK
2007;Asilo Nido Girotondo;2025-04-07;27,7;OK
2008;Piscina Comunale;2025-04-07;1.253,8;OK
2009;Piscina Comunale;2025-04-07;184,5;OK
2010;Centro Sportivo Città di Lodi;2025-04-07;219,4;OK
2001;Scuola Primaria Dante Alighieri;2025-04-08;163,2;OK
2002;Scuola Primaria Dante Alighieri;2025-04-08;53,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-08;243,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-08;76,9;OK
2005;Biblioteca Civica;2025-04-08;107,8;OK
2006;Asilo Nido Girotondo;2025-04-08;71,7;OK
2007;Asilo Nido Girotondo;2025-04-08;31,5;OK
2008;Piscina Comunale;2025-04-08;1.298,6;OK
2009;Piscina Comunale;2025-04-08;237,4;OK
2010;Centro Sportivo Città di Lodi;2025-04-08;250,1;ERR
2001;Scuola Primaria Dante Alighieri;2025-04-09;137,8;OK
2002;Scuola Primaria Dante Alighieri;2025-04-09;51,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-09;245,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-09;82,1;OK
2005;Biblioteca Civica;2025-04-09;96,2;OK
2006;Asilo Nido Girotondo;2025-04-09;70,6;OK
2007;Asilo Nido Girotondo;2025-04-09;38,9;OK
2008;Piscina Comunale;2025-04-09;1.184,4;OK
2009;Piscina Comunale;2025-04-09;192,1;OK
2010;Centro Sportivo Città di Lodi;2025-04-09;228,4;OK
2001;Scuola Primaria Dante Alighieri;2025-04-10;165,3;OK
2002;Scuola Primaria Dante Alighieri;2025-04-10;45,5;STIMA
2003;Palazzo Comunale – Piazza Libertà;2025-04-10;282,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-10;64,8;OK
2005;Biblioteca Civica;2025-04-10;117,1;OK
2006;Asilo Nido Girotondo;2025-04-10;78,6;OK
2007;Asilo Nido Girotondo;2025-04-10;34,6;OK
2008;Piscina Comunale;2025-04-10;1.177,7;OK
2009;Piscina Comunale;2025-04-10;198,5;OK
2010;Centro Sportivo Città di Lodi;2025-04-10;235,5;OK
2001;Scuola Primaria Dante Alighieri;2025-04-11;157,5;OK
2002;Scuola Primaria Dante Alighieri;2025-04-11;48,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-11;243,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-11;84,5;OK
2005;Biblioteca Civica;2025-04-11;111,8;OK
2006;Asilo Nido Girotondo;2025-04-11;68,4;OK
2007;Asilo Nido Girotondo;2025-04-11;38,8;OK
2008;Piscina Comunale;2025-04-11;1.240,6;OK
2009;Piscina Comunale;2025-04-11;209,5;STIMA
2010;Centro Sportivo Città di Lodi;2025-04-11;211,6;OK
2001;Scuola Primaria Dante Alighieri;2025-04-12;88,0;OK
2002;Scuola Primaria Dante Alighieri;2025-04-12;36,1;STIMA
2003;Palazzo Comunale – Piazza Libertà;2025-04-12;132,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-12;84,6;OK
2005;Biblioteca Civica;2025-04-12;54,2;OK
2006;Asilo Nido Girotondo;2025-04-12;47,0;OK
2007;Asilo Nido Girotondo;2025-04-12;35,0;OK
2008;Piscina Comunale;2025-04-12;643,1;OK
2009;Piscina Comunale;2025-04-12;177,1;STIMA
2010;Centro Sportivo Città di Lodi;2025-04-12;143,1;OK
2001;Scuola Primaria Dante Alighieri;2025-04-13;90,9;OK
2002;Scuola Primaria Dante Alighieri;2025-04-13;56,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-13;144,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-13;61,5;OK
2005;Biblioteca Civica;2025-04-13;69,7;OK
2006;Asilo Nido Girotondo;2025-04-13;47,5;OK
2007;Asilo Nido Girotondo;2025-04-13;34,9;STIMA
2008;Piscina Comunale;2025-04-13;704,1;OK
2009;Piscina Comunale;2025-04-13;188,8;OK
2010;Centro Sportivo Città di Lodi;2025-04-13;137,0;OK
2001;Scuola Primaria Dante Alighieri;2025-04-14;160,2;OK
2002;Scuola Primaria Dante Alighieri;2025-04-14;53,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-14;249,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-14;67,7;OK
2005;Biblioteca Civica;2025-04-14;99,1;OK
2006;Asilo Nido Girotondo;2025-04-14;72,1;OK
2007;Asilo Nido Girotondo;2025-04-14;32,8;OK
2008;Piscina Comunale;2025-04-14;1.266,0;OK
2009;Piscina Comunale;2025-04-14;215,1;OK
2010;Centro Sportivo Città di Lodi;2025-04-14;209,5;OK
2001;Scuola Primaria Dante Alighieri;2025-04-15;163,9;OK
2002;Scuola Primaria Dante Alighieri;2025-04-15;39,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-15;282,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-15;77,0;OK
2005;Biblioteca Civica;2025-04-15;113,0;OK
2006;Asilo Nido Girotondo;2025-04-15;78,9;OK
2007;Asilo Nido Girotondo;2025-04-15;29,2;OK
2008;Piscina Comunale;2025-04-15;1.216,4;OK
2009;Piscina Comunale;2025-04-15;187,1;ERR
2010;Centro Sportivo Città di Lodi;2025-04-15;248,7;OK
2001;Scuola Primaria Dante Alighieri;2025-04-16;133,3;OK
2002;Scuola Primaria Dante Alighieri;2025-04-16;42,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-16;271,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-16;89,0;OK
2005;Biblioteca Civica;2025-04-16;106,2;OK
2006;Asilo Nido Girotondo;2025-04-16;81,3;OK
2007;Asilo Nido Girotondo;2025-04-16;31,9;OK
2008;Piscina Comunale;2025-04-16;1.168,2;OK
2009;Piscina Comunale;2025-04-16;174,1;OK
2010;Centro Sportivo Città di Lodi;2025-04-16;225,1;OK
2001;Scuola Primaria Dante Alighieri;2025-04-17;161,3;OK
2002;Scuola Primaria Dante Alighieri;2025-04-17;48,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-17;257,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-17;50,6;OK
2005;Biblioteca Civica;2025-04-17;109,8;OK
2006;Asilo Nido Girotondo;2025-04-17;73,3;OK
2007;Asilo Nido Girotondo;2025-04-17;33,7;OK
2008;Piscina Comunale;2025-04-17;1.308,4;OK
2009;Piscina Comunale;2025-04-17;175,6;OK
2010;Centro Sportivo Città di Lodi;2025-04-17;233,0;OK
2001;Scuola Primaria Dante Alighieri;2025-04-18;160,4;OK
2002;Scuola Primaria Dante Alighieri;2025-04-18;46,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-18;272,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-18;60,4;OK
2005;Biblioteca Civica;2025-04-18;94,5;OK
2006;Asilo Nido Girotondo;2025-04-18;65,9;OK
2007;Asilo Nido Girotondo;2025-04-18;35,1;OK
2008;Piscina Comunale;2025-04-18;1.290,8;OK
2009;Piscina Comunale;2025-04-18;185,9;OK
2010;Centro Sportivo Città di Lodi;2025-04-18;225,6;OK
2001;Scuola Primaria Dante Alighieri;2025-04-19;80,7;OK
2002;Scuola Primaria Dante Alighieri;2025-04-19;47,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-19;133,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-19;49,9;OK
2005;Biblioteca Civica;2025-04-19;59,5;OK
2006;Asilo Nido Girotondo;2025-04-19;43,6;OK
2007;Asilo Nido Girotondo;2025-04-19;22,9;OK
2008;Piscina Comunale;2025-04-19;739,1;STIMA
2009;Piscina Comunale;2025-04-19;204,1;OK
2010;Centro Sportivo Città di Lodi;2025-04-19;110,6;OK
2001;Scuola Primaria Dante Alighieri;2025-04-20;65,2;OK
2002;Scuola Primaria Dante Alighieri;2025-04-20;33,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-20;149,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-20;70,2;OK
2005;Biblioteca Civica;2025-04-20;68,6;OK
2006;Asilo Nido Girotondo;2025-04-20;35,9;OK
2007;Asilo Nido Girotondo;2025-04-20;19,6;OK
2008;Piscina Comunale;2025-04-20;726,3;STIMA
2009;Piscina Comunale;2025-04-20;188,0;OK
2010;Centro Sportivo Città di Lodi;2025-04-20;119,7;OK
2001;Scuola Primaria Dante Alighieri;2025-04-21;146,6;OK
2002;Scuola Primaria Dante Alighieri;2025-04-21;39,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-21;253,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-21;60,5;OK
2005;Biblioteca Civica;2025-04-21;109,2;OK
2006;Asilo Nido Girotondo;2025-04-21;70,7;OK
2007;Asilo Nido Girotondo;2025-04-21;33,3;OK
2008;Piscina Comunale;2025-04-21;1.165,1;OK
2009;Piscina Comunale;2025-04-21;130,1;OK
2010;Centro Sportivo Città di Lodi;2025-04-21;241,3;OK
2001;Scuola Primaria Dante Alighieri;2025-04-22;140,9;OK
2002;Scuola Primaria Dante Alighieri;2025-04-22;33,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-22;266,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-22;82,6;OK
2005;Biblioteca Civica;2025-04-22;99,4;OK
2006;Asilo Nido Girotondo;2025-04-22;66,3;OK
2007;Asilo Nido Girotondo;2025-04-22;25,6;OK
2008;Piscina Comunale;2025-04-22;1.293,2;OK
2009;Piscina Comunale;2025-04-22;203,3;OK
2010;Centro Sportivo Città di Lodi;2025-04-22;240,9;OK
2001;Scuola Primaria Dante Alighieri;2025-04-23;138,8;OK
2002;Scuola Primaria Dante Alighieri;2025-04-23;30,5;ERR
2003;Palazzo Comunale – Piazza Libertà;2025-04-23;272,2;ERR
2004;Palazzo Comunale – Piazza Libertà;2025-04-23;43,4;OK
2005;Biblioteca Civica;2025-04-23;115,5;OK
2006;Asilo Nido Girotondo;2025-04-23;68,8;OK
2007;Asilo Nido Girotondo;2025-04-23;24,3;OK
2008;Piscina Comunale;2025-04-23;1.180,5;ERR
2009;Piscina Comunale;2025-04-23;155,0;OK
2010;Centro Sportivo Città di Lodi;2025-04-23;234,6;OK
2001;Scuola Primaria Dante Alighieri;2025-04-24;136,4;OK
2002;Scuola Primaria Dante Alighieri;2025-04-24;44,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-24;235,7;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-24;45,3;OK
2005;Biblioteca Civica;2025-04-24;106,0;OK
2006;Asilo Nido Girotondo;2025-04-24;67,9;OK
2007;Asilo Nido Girotondo;2025-04-24;18,6;OK
2008;Piscina Comunale;2025-04-24;1.147,0;OK
2009;Piscina Comunale;2025-04-24;124,0;OK
2010;Centro Sportivo Città di Lodi;2025-04-24;244,8;OK
2001;Scuola Primaria Dante Alighieri;2025-04-25;131,3;OK
2002;Scuola Primaria Dante Alighieri;2025-04-25;25,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-25;237,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-25;44,6;STIMA
2005;Biblioteca Civica;2025-04-25;105,7;OK
2006;Asilo Nido Girotondo;2025-04-25;74,8;OK
2007;Asilo Nido Girotondo;2025-04-25;30,8;OK
2008;Piscina Comunale;2025-04-25;1.259,2;OK
2009;Piscina Comunale;2025-04-25;132,4;OK
2010;Centro Sportivo Città di Lodi;2025-04-25;212,8;OK
2001;Scuola Primaria Dante Alighieri;2025-04-26;78,4;OK
2002;Scuola Primaria Dante Alighieri;2025-04-26;39,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-26;145,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-26;74,3;OK
2005;Biblioteca Civica;2025-04-26;64,0;OK
2006;Asilo Nido Girotondo;2025-04-26;40,5;OK
2007;Asilo Nido Girotondo;2025-04-26;33,5;OK
2008;Piscina Comunale;2025-04-26;747,1;OK
2009;Piscina Comunale;2025-04-26;114,7;OK
2010;Centro Sportivo Città di Lodi;2025-04-26;117,8;OK
2001;Scuola Primaria Dante Alighieri;2025-04-27;64,3;OK
2002;Scuola Primaria Dante Alighieri;2025-04-27;45,9;STIMA
2003;Palazzo Comunale – Piazza Libertà;2025-04-27;134,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-27;76,2;OK
2005;Biblioteca Civica;2025-04-27;44,5;OK
2006;Asilo Nido Girotondo;2025-04-27;33,7;OK
2007;Asilo Nido Girotondo;2025-04-27;19,5;OK
2008;Piscina Comunale;2025-04-27;660,4;OK
2009;Piscina Comunale;2025-04-27;158,5;OK
2010;Centro Sportivo Città di Lodi;2025-04-27;105,0;OK
2001;Scuola Primaria Dante Alighieri;2025-04-28;143,6;OK
2002;Scuola Primaria Dante Alighieri;2025-04-28;25,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-28;264,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-28;71,0;OK
2005;Biblioteca Civica;2025-04-28;114,3;OK
2006;Asilo Nido Girotondo;2025-04-28;66,5;OK
2007;Asilo Nido Girotondo;2025-04-28;22,4;STIMA
2008;Piscina Comunale;2025-04-28;1.267,5;OK
2009;Piscina Comunale;2025-04-28;158,5;OK
2010;Centro Sportivo Città di Lodi;2025-04-28;208,4;OK
2001;Scuola Primaria Dante Alighieri;2025-04-29;135,0;OK
2002;Scuola Primaria Dante Alighieri;2025-04-29;35,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-29;259,1;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-04-29;65,3;OK
2005;Biblioteca Civica;2025-04-29;99,8;OK
2006;Asilo Nido Girotondo;2025-04-29;66,4;OK
2007;Asilo Nido Girotondo;2025-04-29;15,0;OK
2008;Piscina Comunale;2025-04-29;1.189,5;OK
2009;Piscina Comunale;2025-04-29;143,3;OK
2010;Centro Sportivo Città di Lodi;2025-04-29;194,4;OK
2001;Scuola Primaria Dante Alighieri;2025-04-30;146,8;OK
2002;Scuola Primaria Dante Alighieri;2025-04-30;29,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-04-30;234,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-04-30;70,3;OK
2005;Biblioteca Civica;2025-04-30;112,5;OK
2006;Asilo Nido Girotondo;2025-04-30;63,9;OK
2007;Asilo Nido Girotondo;2025-04-30;14,9;OK
2008;Piscina Comunale;2025-04-30;1.203,7;OK
2009;Piscina Comunale;2025-04-30;119,1;OK
2010;Centro Sportivo Città di Lodi;2025-04-30;235,3;OK
2001;Scuola Primaria Dante Alighieri;2025-05-01;149,5;OK
2002;Scuola Primaria Dante Alighieri;2025-05-01;36,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-01;276,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-01
2005;Biblioteca Civica;2025-05-01;90,5;OK
2006;Asilo Nido Girotondo;2025-05-01;71,5;OK
2007;Asilo Nido Girotondo;2025-05-01;18,2;OK
2008;Piscina Comunale;2025-05-01;1.271,3;OK
2009;Piscina Comunale;2025-05-01;173,4;OK
2010;Centro Sportivo Città di Lodi;2025-05-01;201,2;OK
2001;Scuola Primaria Dante Alighieri;2025-05-02;151,1;OK
2002;Scuola Primaria Dante Alighieri;2025-05-02;24,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-02;272,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-02;65,6;OK
2005;Biblioteca Civica;2025-05-02;103,1;OK
2006;Asilo Nido Girotondo;2025-05-02;66,5;OK
2007;Asilo Nido Girotondo;2025-05-02;27,6;OK
2008;Piscina Comunale;2025-05-02;1.275,4;OK
2009;Piscina Comunale;2025-05-02;146,0;OK
2010;Centro Sportivo Città di Lodi;2025-05-02;214,1;OK
2001;Scuola Primaria Dante Alighieri;2025-05-03;66,9;OK
2002;Scuola Primaria Dante Alighieri;2025-05-03;21,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-03;130,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-03;31,1;OK
2005;Biblioteca Civica;2025-05-03;61,5;OK
2006;Asilo Nido Girotondo;2025-05-03;32,4;OK
2007;Asilo Nido Girotondo;2025-05-03;16,3;OK
2008;Piscina Comunale;2025-05-03;605,2;OK
2009;Piscina Comunale;2025-05-03;99,8;OK
2010;Centro Sportivo Città di Lodi;2025-05-03;141,9;STIMA
2001;Scuola Primaria Dante Alighieri;2025-05-04;62,0;OK
2002;Scuola Primaria Dante Alighieri;2025-05-04;25,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-04;120,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-04;66,0;OK
2005;Biblioteca Civica;2025-05-04;54,4;OK
2006;Asilo Nido Girotondo;2025-05-04;35,0;OK
2007;Asilo Nido Girotondo;2025-05-04;15,3;OK
2008;Piscina Comunale;2025-05-04;590,2;OK
2009;Piscina Comunale;2025-05-04;112,9;OK
2010;Centro Sportivo Città di Lodi;2025-05-04;124,6;OK
2001;Scuola Primaria Dante Alighieri;2025-05-05;147,1;OK
2002;Scuola Primaria Dante Alighieri;2025-05-05;23,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-05;246,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-05;59,7;OK
2005;Biblioteca Civica;2025-05-05;107,7;OK
2006;Asilo Nido Girotondo;2025-05-05;64,1;OK
2007;Asilo Nido Girotondo;2025-05-05;27,8;ERR
2008;Piscina Comunale;2025-05-05;1.175,9;OK
2009;Piscina Comunale;2025-05-05;98,0;OK
2010;Centro Sportivo Città di Lodi;2025-05-05;211,9;OK
2001;Scuola Primaria Dante Alighieri;2025-05-06;154,7;OK
2002;Scuola Primaria Dante Alighieri;2025-05-06;26,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-06;256,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-06;61,3;OK
2005;Biblioteca Civica;2025-05-06;108,8;OK
2006;Asilo Nido Girotondo;2025-05-06;74,9;OK
2007;Asilo Nido Girotondo;2025-05-06;25,5;OK
2008;Piscina Comunale;2025-05-06;1.124,4;OK
2009;Piscina Comunale;2025-05-06;144,0;OK
2010;Centro Sportivo Città di Lodi;2025-05-06;231,9;OK
2001;Scuola Primaria Dante Alighieri;2025-05-07;137,9;OK
2002;Scuola Primaria Dante Alighieri;2025-05-07;31,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-07;241,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-07;37,8;OK
2005;Biblioteca Civica;2025-05-07;99,9;OK
2006;Asilo Nido Girotondo;2025-05-07;65,6;OK
2007;Asilo Nido Girotondo;2025-05-07;21,1;OK
2008;Piscina Comunale;2025-05-07;1.148,1;OK
2009;Piscina Comunale;2025-05-07;145,4;OK
2010;Centro Sportivo Città di Lodi;2025-05-07;191,9;OK
2001;Scuola Primaria Dante Alighieri;2025-05-08;137,4;OK
2002;Scuola Primaria Dante Alighieri;2025-05-08;30,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-08;238,0;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-05-08;44,2;OK
2005;Biblioteca Civica;2025-05-08;107,1;OK
2006;Asilo Nido Girotondo;2025-05-08;61,8;OK
2007;Asilo Nido Girotondo;2025-05-08;22,8;OK
2008;Piscina Comunale;2025-05-08;1.228,3;OK
2009;Piscina Comunale;2025-05-08;161,3;OK
2010;Centro Sportivo Città di Lodi;2025-05-08;215,8;OK
2001;Scuola Primaria Dante Alighieri;2025-05-09;136,1;OK
2002;Scuola Primaria Dante Alighieri;2025-05-09;21,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-09;237,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-09;60,0;OK
2005;Biblioteca Civica;2025-05-09;102,5;OK
2006;Asilo Nido Girotondo;2025-05-09;64,0;OK
2007;Asilo Nido Girotondo;2025-05-09;20,9;OK
2008;Piscina Comunale;2025-05-09;1.193,5;OK
2009;Piscina Comunale;2025-05-09;138,8;OK
2010;Centro Sportivo Città di Lodi;2025-05-09;233,8;OK
2001;Scuola Primaria Dante Alighieri;2025-05-10;64,0;OK
2002;Scuola Primaria Dante Alighieri;2025-05-10;20,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-10;158,9;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-05-10;26,0;OK
2005;Biblioteca Civica;2025-05-10;59,6;OK
2006;Asilo Nido Girotondo;2025-05-10;42,0;OK
2007;Asilo Nido Girotondo;2025-05-10;17,4;OK
2008;Piscina Comunale;2025-05-10;646,7;OK
2009;Piscina Comunale;2025-05-10;132,1;STIMA
2010;Centro Sportivo Città di Lodi;2025-05-10;120,2;OK
2001;Scuola Primaria Dante Alighieri;2025-05-11;70,4;OK
2002;Scuola Primaria Dante Alighieri;2025-05-11;25,7;STIMA
2003;Palazzo Comunale – Piazza Libertà;2025-05-11;150,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-11;44,3;OK
2005;Biblioteca Civica;2025-05-11;45,8;OK
2006;Asilo Nido Girotondo;2025-05-11;36,4;OK
2007;Asilo Nido Girotondo;2025-05-11;17,7;OK
2008;Piscina Comunale;2025-05-11;588,1;STIMA
2009;Piscina Comunale;2025-05-11;136,5;OK
2010;Centro Sportivo Città di Lodi;2025-05-11;108,1;OK
2001;Scuola Primaria Dante Alighieri;2025-05-12;137,9;OK
2002;Scuola Primaria Dante Alighieri;2025-05-12;14,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-12;254,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-12;21,4;OK
2005;Biblioteca Civica;2025-05-12;103,8;OK
2006;Asilo Nido Girotondo;2025-05-12;71,8;OK
2007;Asilo Nido Girotondo;2025-05-12;24,4;OK
2008;Piscina Comunale;2025-05-12;1.220,3;OK
2009;Piscina Comunale;2025-05-12;103,9;OK
2010;Centro Sportivo Città di Lodi;2025-05-12;211,8;OK
2001;Scuola Primaria Dante Alighieri;2025-05-13;130,3;STIMA
2002;Scuola Primaria Dante Alighieri;2025-05-13;24,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-13;225,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-13;45,2;OK
2005;Biblioteca Civica;2025-05-13;103,2;OK
2006;Asilo Nido Girotondo;2025-05-13;70,2;OK
2007;Asilo Nido Girotondo;2025-05-13;21,0;OK
2008;Piscina Comunale;2025-05-13;1.127,4;OK
2009;Piscina Comunale;2025-05-13;83,1;OK
2010;Centro Sportivo Città di Lodi;2025-05-13;228,9;OK
2001;Scuola Primaria Dante Alighieri;2025-05-14;149,9;OK
2002;Scuola Primaria Dante Alighieri;2025-05-14;14,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-14;220,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-14;32,8;OK
2005;Biblioteca Civica;2025-05-14;90,5;STIMA
2006;Asilo Nido Girotondo;2025-05-14;76,1;OK
2007;Asilo Nido Girotondo;2025-05-14;14,7;STIMA
2008;Piscina Comunale;2025-05-14;1.217,9;OK
2009;Piscina Comunale;2025-05-14;150,7;OK
2010;Centro Sportivo Città di Lodi;2025-05-14;228,3;OK
2001;Scuola Primaria Dante Alighieri;2025-05-15;148,7;ERR
2002;Scuola Primaria Dante Alighieri;2025-05-15;15,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-15;227,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-15;32,3;OK
2005;Biblioteca Civica;2025-05-15;96,5;OK
2006;Asilo Nido Girotondo;2025-05-15;72,0;OK
2007;Asilo Nido Girotondo;2025-05-15;24,1;OK
2008;Piscina Comunale;2025-05-15;1.219,6;OK
2009;Piscina Comunale;2025-05-15;104,9;OK
2010;Centro Sportivo Città di Lodi;2025-05-15;189,9;OK
2001;Scuola Primaria Dante Alighieri;2025-05-16;121,9;OK
2002;Scuola Primaria Dante Alighieri;2025-05-16;35,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-05-16;249,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-05-16;54,3;OK
2005;Biblioteca Civica;2025-05-16;102,5;OK
2006;Asilo Nido Girotondo;2025-05-16;63,5;ERR
2007;Asilo Nido Girotondo;2025-05-16;22,4;OK
2008;Piscina Comunale;2025-05-16;1.230,7;OK
2009;Piscina Comunale;2025-05-16;86,4;OK
2010;Centro Sportivo Città di Lodi;2025-05-16;206,4;OK
